student_id,student_name,class_name,section,date,subject,marks,max_marks,term
S1004,Learner 5,7,B,2026-06-13,Science,80.7,100,Term 1
S1004,Learner 5,7,B,2026-06-13,English,68.2,100,Term 1
S1004,Learner 5,7,B,2026-06-13,Social Studies,60.3,100,Term 1
S1004,Learner 5,7,B,2026-06-13,Hindi,65.3,100,Term 1
S1004,Learner 5,7,B,2026-07-07,Maths,58.3,100,Term 2
S1004,Learner 5,7,B,2026-07-07,Science,57.1,100,Term 2
S1004,Learner 5,7,B,2026-07-07,English,56.2,100,Term 2
S1004,Learner 5,7,B,2026-07-07,Social Studies,58.1,100,Term 2
S1004,Learner 5,7,B,2026-07-07,Hindi,72.1,100,Term 2
S1004,Learner 5,7,B,2026-07-31,Science,51.7,100,Term 3
S1004,Learner 5,7,B,2026-07-31,English,31.3,100,Term 3
S1004,Learner 5,7,B,2026-07-31,Social Studies,42.4,100,Term 3
S1004,Learner 5,7,B,2026-07-31,Hindi,42.1,100,Term 3
S1005,Learner 6,8,C,2026-06-13,Maths,85.1,100,Term 1
S1005,Learner 6,8,C,2026-06-13,Science,83.8,100,Term 1
S1005,Learner 6,8,C,2026-06-13,English,64.5,100,Term 1
S1005,Learner 6,8,C,2026-06-13,Social Studies,74.9,100,Term 1
S1005,Learner 6,8,C,2026-06-13,Hindi,80.1,100,Term 1
S1005,Learner 6,8,C,2026-07-07,Maths,74.0,100,Term 2
S1005,Learner 6,8,C,2026-07-07,Science,91.4,100,Term 2
S1005,Learner 6,8,C,2026-07-07,English,62.3,100,Term 2
S1005,Learner 6,8,C,2026-07-07,Social Studies,81.2,100,Term 2
S1005,Learner 6,8,C,2026-07-07,Hindi,77.8,100,Term 2
S1005,Learner 6,8,C,2026-07-31,Maths,71.3,100,Term 3
S1005,Learner 6,8,C,2026-07-31,Science,74.8,100,Term 3
S1005,Learner 6,8,C,2026-07-31,English,73.3,100,Term 3
S1005,Learner 6,8,C,2026-07-31,Social Studies,78.8,100,Term 3
S1005,Learner 6,8,C,2026-07-31,Hindi,70.3,100,Term 3
S1006,Learner 7,6,A,2026-06-13,Maths,72.6,100,Term 1
S1006,Learner 7,6,A,2026-06-13,Science,98,100,Term 1
S1006,Learner 7,6,A,2026-06-13,English,71.4,100,Term 1
S1006,Learner 7,6,A,2026-06-13,Social Studies,81.4,100,Term 1
S1006,Learner 7,6,A,2026-06-13,Hindi,86.6,100,Term 1
S1006,Learner 7,6,A,2026-07-07,Maths,67.2,100,Term 2
S1006,Learner 7,6,A,2026-07-07,Science,83.9,100,Term 2
S1006,Learner 7,6,A,2026-07-07,English,69.8,100,Term 2
S1006,Learner 7,6,A,2026-07-07,Social Studies,51.0,100,Term 2
S1006,Learner 7,6,A,2026-07-07,Hindi,76.1,100,Term 2
S1006,Learner 7,6,A,2026-07-31,Maths,46.1,100,Term 3
S1006,Learner 7,6,A,2026-07-31,Science,74.7,100,Term 3
S1006,Learner 7,6,A,2026-07-31,English,83.0,100,Term 3
S1006,Learner 7,6,A,2026-07-31,Social Studies,93.5,100,Term 3
S1006,Learner 7,6,A,2026-07-31,Hindi,82.4,100,Term 3
S1007,Learner 8,7,B,2026-06-13,Maths,86.4,100,Term 1
S1007,Learner 8,7,B,2026-06-13,Science,82.2,100,Term 1
S1007,Learner 8,7,B,2026-06-13,English,76.0,100,Term 1
S1007,Learner 8,7,B,2026-06-13,Social Studies,86.4,100,Term 1
S1007,Learner 8,7,B,2026-06-13,Hindi,72.3,100,Term 1
S1007,Learner 8,7,B,2026-07-07,Maths,78.8,100,Term 2
S1007,Learner 8,7,B,2026-07-07,Science,68.9,100,Term 2
S1007,Learner 8,7,B,2026-07-07,English,73.2,100,Term 2
S1007,Learner 8,7,B,2026-07-07,Social Studies,79.7,100,Term 2
S1007,Learner 8,7,B,2026-07-07,Hindi,57.2,100,Term 2
S1007,Learner 8,7,B,2026-07-31,Maths,69.5,100,Term 3
S1007,Learner 8,7,B,2026-07-31,Science,66.3,100,Term 3
S1007,Learner 8,7,B,2026-07-31,English,75.2,100,Term 3
S1007,Learner 8,7,B,2026-07-31,Social Studies,95.1,100,Term 3
S1007,Learner 8,7,B,2026-07-31,Hindi,66.8,100,Term 3
S1008,Learner 9,8,C,2026-06-13,Maths,74.0,100,Term 1
S1008,Learner 9,8,C,2026-06-13,Science,72.6,100,Term 1
S1008,Learner 9,8,C,2026-06-13,English,68.3,100,Term 1
S1008,Learner 9,8,C,2026-06-13,Social Studies,68.4,100,Term 1
S1008,Learner 9,8,C,2026-06-13,Hindi,85.1,100,Term 1
S1008,Learner 9,8,C,2026-07-07,Maths,73.5,100,Term 2
S1008,Learner 9,8,C,2026-07-07,Science,68.5,100,Term 2
S1008,Learner 9,8,C,2026-07-07,English,64.0,100,Term 2
S1008,Learner 9,8,C,2026-07-07,Social Studies,67.4,100,Term 2
S1008,Learner 9,8,C,2026-07-07,Hindi,84.5,100,Term 2
S1008,Learner 9,8,C,2026-07-31,Maths,66.3,100,Term 3
S1008,Learner 9,8,C,2026-07-31,Science,56.5,100,Term 3
S1008,Learner 9,8,C,2026-07-31,English,66.5,100,Term 3
S1008,Learner 9,8,C,2026-07-31,Social Studies,76.1,100,Term 3
S1008,Learner 9,8,C,2026-07-31,Hindi,79.4,100,Term 3
S1009,Learner 10,6,A,2026-06-13,Maths,75.5,100,Term 1
S1009,Learner 10,6,A,2026-06-13,Science,83.7,100,Term 1
S1009,Learner 10,6,A,2026-06-13,English,62.9,100,Term 1
S1009,Learner 10,6,A,2026-06-13,Social Studies,65.8,100,Term 1
S1009,Learner 10,6,A,2026-06-13,Hindi,72.2,100,Term 1
S1009,Learner 10,6,A,2026-07-07,Maths,76.1,100,Term 2
S1009,Learner 10,6,A,2026-07-07,Science,54.9,100,Term 2
S1009,Learner 10,6,A,2026-07-07,English,73.8,100,Term 2
S1009,Learner 10,6,A,2026-07-07,Social Studies,59.5,100,Term 2
S1009,Learner 10,6,A,2026-07-07,Hindi,84.7,100,Term 2
S1009,Learner 10,6,A,2026-07-31,Maths,77.9,100,Term 3
S1009,Learner 10,6,A,2026-07-31,Science,92.1,100,Term 3
S1009,Learner 10,6,A,2026-07-31,English,94.8,100,Term 3
S1009,Learner 10,6,A,2026-07-31,Social Studies,80.3,100,Term 3
S1009,Learner 10,6,A,2026-07-31,Hindi,72.5,100,Term 3
S1010,Learner 11,7,B,2026-06-13,Maths,64.8,100,Term 1
S1010,Learner 11,7,B,2026-06-13,Science,69.1,100,Term 1
S1010,Learner 11,7,B,2026-06-13,English,85.6,100,Term 1
S1010,Learner 11,7,B,2026-06-13,Social Studies,78.9,100,Term 1
S1010,Learner 11,7,B,2026-06-13,Hindi,75.8,100,Term 1
S1010,Learner 11,7,B,2026-07-07,Maths,61.7,100,Term 2
S1010,Learner 11,7,B,2026-07-07,Science,72.7,100,Term 2
S1010,Learner 11,7,B,2026-07-07,English,92.6,100,Term 2
S1010,Learner 11,7,B,2026-07-07,Social Studies,72.8,100,Term 2
S1010,Learner 11,7,B,2026-07-07,Hindi,88.1,100,Term 2
S1010,Learner 11,7,B,2026-07-31,Maths,51.7,100,Term 3
S1010,Learner 11,7,B,2026-07-31,Science,89.2,100,Term 3
S1010,Learner 11,7,B,2026-07-31,English,65.3,100,Term 3
S1010,Learner 11,7,B,2026-07-31,Social Studies,61.5,100,Term 3
S1010,Learner 11,7,B,2026-07-31,Hindi,71.6,100,Term 3
S1011,Learner 12,8,C,2026-06-13,Maths,67.2,100,Term 1
S1011,Learner 12,8,C,2026-06-13,Science,91.3,100,Term 1
S1011,Learner 12,8,C,2026-06-13,English,72.4,100,Term 1
S1011,Learner 12,8,C,2026-06-13,Social Studies,73.1,100,Term 1
S1011,Learner 12,8,C,2026-06-13,Hindi,68.5,100,Term 1
S1011,Learner 12,8,C,2026-07-07,Maths,82.9,100,Term 2
S1011,Learner 12,8,C,2026-07-07,Science,87.1,100,Term 2
S1011,Learner 12,8,C,2026-07-07,English,84.2,100,Term 2
S1011,Learner 12,8,C,2026-07-07,Social Studies,60.2,100,Term 2
S1011,Learner 12,8,C,2026-07-07,Hindi,72.9,100,Term 2
S1011,Learner 12,8,C,2026-07-31,Maths,80.5,100,Term 3
S1011,Learner 12,8,C,2026-07-31,Science,55.6,100,Term 3
S1011,Learner 12,8,C,2026-07-31,English,73.9,100,Term 3
S1011,Learner 12,8,C,2026-07-31,Social Studies,84.6,100,Term 3
S1011,Learner 12,8,C,2026-07-31,Hindi,89.9,100,Term 3
S1012,Learner 13,6,A,2026-06-13,Maths,55.1,100,Term 1
S1012,Learner 13,6,A,2026-06-13,Science,58.6,100,Term 1
S1012,Learner 13,6,A,2026-06-13,English,58.9,100,Term 1
S1012,Learner 13,6,A,2026-06-13,Social Studies,53.8,100,Term 1
S1012,Learner 13,6,A,2026-06-13,Hindi,31.6,100,Term 1
S1012,Learner 13,6,A,2026-07-07,Maths,68.5,100,Term 2
S1012,Learner 13,6,A,2026-07-07,Science,57.3,100,Term 2
S1012,Learner 13,6,A,2026-07-07,English,49.5,100,Term 2
S1012,Learner 13,6,A,2026-07-07,Social Studies,42.3,100,Term 2
S1012,Learner 13,6,A,2026-07-07,Hindi,73.3,100,Term 2
S1012,Learner 13,6,A,2026-07-31,Maths,53.9,100,Term 3
S1012,Learner 13,6,A,2026-07-31,Science,59.3,100,Term 3
S1012,Learner 13,6,A,2026-07-31,English,46.6,100,Term 3
S1012,Learner 13,6,A,2026-07-31,Social Studies,52.8,100,Term 3
S1012,Learner 13,6,A,2026-07-31,Hindi,50.4,100,Term 3
S1013,Learner 14,7,B,2026-06-13,Maths,74.0,100,Term 1
S1013,Learner 14,7,B,2026-06-13,Science,56.6,100,Term 1
S1013,Learner 14,7,B,2026-06-13,English,93.0,100,Term 1
S1013,Learner 14,7,B,2026-06-13,Social Studies,75.3,100,Term 1
S1013,Learner 14,7,B,2026-06-13,Hindi,82.7,100,Term 1
S1013,Learner 14,7,B,2026-07-07,Maths,73.2,100,Term 2
S1013,Learner 14,7,B,2026-07-07,Science,70.1,100,Term 2
S1013,Learner 14,7,B,2026-07-07,English,83.4,100,Term 2
S1013,Learner 14,7,B,2026-07-07,Social Studies,63.8,100,Term 2
S1013,Learner 14,7,B,2026-07-07,Hindi,77.6,100,Term 2
S1013,Learner 14,7,B,2026-07-31,Maths,55.4,100,Term 3
S1013,Learner 14,7,B,2026-07-31,Science,85.7,100,Term 3
S1013,Learner 14,7,B,2026-07-31,English,89.7,100,Term 3
S1013,Learner 14,7,B,2026-07-31,Social Studies,63.4,100,Term 3
S1013,Learner 14,7,B,2026-07-31,Hindi,78.4,100,Term 3
S1014,Learner 15,8,C,2026-06-13,Maths,31.0,100,Term 1
S1014,Learner 15,8,C,2026-06-13,Science,36.3,100,Term 1
S1014,Learner 15,8,C,2026-06-13,English,49.5,100,Term 1
S1014,Learner 15,8,C,2026-06-13,Social Studies,60.4,100,Term 1
S1014,Learner 15,8,C,2026-06-13,Hindi,61.7,100,Term 1
S1014,Learner 15,8,C,2026-07-07,Maths,32.9,100,Term 2
S1014,Learner 15,8,C,2026-07-07,Science,47.6,100,Term 2
S1014,Learner 15,8,C,2026-07-07,English,64.7,100,Term 2
S1014,Learner 15,8,C,2026-07-07,Social Studies,50.0,100,Term 2
S1014,Learner 15,8,C,2026-07-07,Hindi,68.1,100,Term 2
S1014,Learner 15,8,C,2026-07-31,Science,42.5,100,Term 3
S1014,Learner 15,8,C,2026-07-31,English,47.2,100,Term 3
S1014,Learner 15,8,C,2026-07-31,Social Studies,58.3,100,Term 3
S1014,Learner 15,8,C,2026-07-31,Hindi,48.1,100,Term 3
S1015,Learner 16,6,A,2026-06-13,Maths,64.2,100,Term 1
S1015,Learner 16,6,A,2026-06-13,Science,79.8,100,Term 1
S1015,Learner 16,6,A,2026-06-13,English,60.0,100,Term 1
S1015,Learner 16,6,A,2026-06-13,Social Studies,71.0,100,Term 1
S1015,Learner 16,6,A,2026-06-13,Hindi,71.5,100,Term 1
S1015,Learner 16,6,A,2026-07-07,Maths,36.7,100,Term 2
S1015,Learner 16,6,A,2026-07-07,Science,59.7,100,Term 2
S1015,Learner 16,6,A,2026-07-07,English,53.5,100,Term 2
S1015,Learner 16,6,A,2026-07-07,Social Studies,53.0,100,Term 2
S1015,Learner 16,6,A,2026-07-07,Hindi,71.5,100,Term 2
S1015,Learner 16,6,A,2026-07-31,Maths,41.9,100,Term 3
S1015,Learner 16,6,A,2026-07-31,Science,37.1,100,Term 3
S1015,Learner 16,6,A,2026-07-31,English,33.8,100,Term 3
S1015,Learner 16,6,A,2026-07-31,Social Studies,23.9,100,Term 3
S1015,Learner 16,6,A,2026-07-31,Hindi,21.3,100,Term 3
S1016,Learner 17,7,B,2026-06-13,Maths,90.6,100,Term 1
S1016,Learner 17,7,B,2026-06-13,Science,75.6,100,Term 1
S1016,Learner 17,7,B,2026-06-13,English,66.9,100,Term 1
S1016,Learner 17,7,B,2026-06-13,Social Studies,61.9,100,Term 1
S1016,Learner 17,7,B,2026-06-13,Hindi,87.3,100,Term 1
S1016,Learner 17,7,B,2026-07-07,Maths,54.2,100,Term 2
S1016,Learner 17,7,B,2026-07-07,Science,63.2,100,Term 2
S1016,Learner 17,7,B,2026-07-07,English,66.5,100,Term 2
S1016,Learner 17,7,B,2026-07-07,Social Studies,49.1,100,Term 2
S1016,Learner 17,7,B,2026-07-07,Hindi,43.3,100,Term 2
S1016,Learner 17,7,B,2026-07-31,Maths,38.0,100,Term 3
S1016,Learner 17,7,B,2026-07-31,English,38.0,100,Term 3
S1016,Learner 17,7,B,2026-07-31,Social Studies,43.1,100,Term 3
S1016,Learner 17,7,B,2026-07-31,Hindi,29.9,100,Term 3
S1017,Learner 18,8,C,2026-06-13,Maths,82.1,100,Term 1
S1017,Learner 18,8,C,2026-06-13,Science,84.9,100,Term 1
S1017,Learner 18,8,C,2026-06-13,English,64.1,100,Term 1
S1017,Learner 18,8,C,2026-06-13,Social Studies,67.0,100,Term 1
S1017,Learner 18,8,C,2026-06-13,Hindi,71.2,100,Term 1
S1017,Learner 18,8,C,2026-07-07,Maths,68.8,100,Term 2
S1017,Learner 18,8,C,2026-07-07,Science,72.4,100,Term 2
S1017,Learner 18,8,C,2026-07-07,English,85.9,100,Term 2
S1017,Learner 18,8,C,2026-07-07,Social Studies,61.4,100,Term 2
S1017,Learner 18,8,C,2026-07-07,Hindi,79.0,100,Term 2
S1017,Learner 18,8,C,2026-07-31,Maths,71.1,100,Term 3
S1017,Learner 18,8,C,2026-07-31,Science,68.1,100,Term 3
S1017,Learner 18,8,C,2026-07-31,English,61.2,100,Term 3
S1017,Learner 18,8,C,2026-07-31,Social Studies,54.6,100,Term 3
S1017,Learner 18,8,C,2026-07-31,Hindi,75.9,100,Term 3
S1018,Learner 19,6,A,2026-06-13,Maths,89.3,100,Term 1
S1018,Learner 19,6,A,2026-06-13,Science,66.2,100,Term 1
S1018,Learner 19,6,A,2026-06-13,English,82.2,100,Term 1
S1018,Learner 19,6,A,2026-06-13,Social Studies,62.9,100,Term 1
S1018,Learner 19,6,A,2026-06-13,Hindi,79.8,100,Term 1
S1018,Learner 19,6,A,2026-07-07,Maths,72.3,100,Term 2
S1018,Learner 19,6,A,2026-07-07,Science,71.6,100,Term 2
S1018,Learner 19,6,A,2026-07-07,English,61.0,100,Term 2
S1018,Learner 19,6,A,2026-07-07,Social Studies,69.9,100,Term 2
S1018,Learner 19,6,A,2026-07-07,Hindi,70.8,100,Term 2
S1018,Learner 19,6,A,2026-07-31,Maths,88.4,100,Term 3
S1018,Learner 19,6,A,2026-07-31,Science,81.6,100,Term 3
S1018,Learner 19,6,A,2026-07-31,English,79.6,100,Term 3
S1018,Learner 19,6,A,2026-07-31,Social Studies,68.9,100,Term 3
S1018,Learner 19,6,A,2026-07-31,Hindi,77.6,100,Term 3
S1019,Learner 20,7,B,2026-06-13,Maths,82.9,100,Term 1
S1019,Learner 20,7,B,2026-06-13,Science,88.5,100,Term 1
S1019,Learner 20,7,B,2026-06-13,English,84.3,100,Term 1
S1019,Learner 20,7,B,2026-06-13,Social Studies,93.8,100,Term 1
S1019,Learner 20,7,B,2026-06-13,Hindi,73.2,100,Term 1
S1019,Learner 20,7,B,2026-07-07,Maths,66.1,100,Term 2
S1019,Learner 20,7,B,2026-07-07,Science,88.0,100,Term 2
S1019,Learner 20,7,B,2026-07-07,English,93.2,100,Term 2
S1019,Learner 20,7,B,2026-07-07,Social Studies,84.4,100,Term 2
S1019,Learner 20,7,B,2026-07-07,Hindi,75.6,100,Term 2
S1019,Learner 20,7,B,2026-07-31,Maths,76.7,100,Term 3
S1019,Learner 20,7,B,2026-07-31,Science,72.2,100,Term 3
S1019,Learner 20,7,B,2026-07-31,English,72.0,100,Term 3
S1019,Learner 20,7,B,2026-07-31,Social Studies,75.5,100,Term 3
S1019,Learner 20,7,B,2026-07-31,Hindi,79.4,100,Term 3
S1020,Learner 21,8,C,2026-06-13,Maths,64.0,100,Term 1
S1020,Learner 21,8,C,2026-06-13,Science,80.3,100,Term 1
S1020,Learner 21,8,C,2026-06-13,English,77.0,100,Term 1
S1020,Learner 21,8,C,2026-06-13,Social Studies,73.3,100,Term 1
S1020,Learner 21,8,C,2026-06-13,Hindi,78.3,100,Term 1
S1020,Learner 21,8,C,2026-07-07,Maths,71.7,100,Term 2
S1020,Learner 21,8,C,2026-07-07,Science,78.3,100,Term 2
S1020,Learner 21,8,C,2026-07-07,English,89.9,100,Term 2
S1020,Learner 21,8,C,2026-07-07,Social Studies,71.2,100,Term 2
S1020,Learner 21,8,C,2026-07-07,Hindi,83.6,100,Term 2
S1020,Learner 21,8,C,2026-07-31,Maths,69.6,100,Term 3
S1020,Learner 21,8,C,2026-07-31,Science,73.1,100,Term 3
S1020,Learner 21,8,C,2026-07-31,English,77.8,100,Term 3
S1020,Learner 21,8,C,2026-07-31,Social Studies,69.4,100,Term 3
S1020,Learner 21,8,C,2026-07-31,Hindi,85.7,100,Term 3
S1021,Learner 22,6,A,2026-06-13,Maths,60.6,100,Term 1
S1021,Learner 22,6,A,2026-06-13,Science,73.6,100,Term 1
S1021,Learner 22,6,A,2026-06-13,English,75.4,100,Term 1
S1021,Learner 22,6,A,2026-06-13,Social Studies,76.4,100,Term 1
S1021,Learner 22,6,A,2026-06-13,Hindi,73.6,100,Term 1
S1021,Learner 22,6,A,2026-07-07,Maths,65.5,100,Term 2
S1021,Learner 22,6,A,2026-07-07,Science,75.7,100,Term 2
S1021,Learner 22,6,A,2026-07-07,English,89.0,100,Term 2
S1021,Learner 22,6,A,2026-07-07,Social Studies,81.4,100,Term 2
S1021,Learner 22,6,A,2026-07-07,Hindi,73.9,100,Term 2
S1021,Learner 22,6,A,2026-07-31,Maths,62.9,100,Term 3
S1021,Learner 22,6,A,2026-07-31,Science,66.3,100,Term 3
S1021,Learner 22,6,A,2026-07-31,English,83.0,100,Term 3
S1021,Learner 22,6,A,2026-07-31,Social Studies,69.9,100,Term 3
S1021,Learner 22,6,A,2026-07-31,Hindi,72.2,100,Term 3
S1022,Learner 23,7,B,2026-06-13,Maths,98,100,Term 1
S1022,Learner 23,7,B,2026-06-13,Science,51.6,100,Term 1
S1022,Learner 23,7,B,2026-06-13,English,84.5,100,Term 1
S1022,Learner 23,7,B,2026-06-13,Social Studies,52.0,100,Term 1
S1022,Learner 23,7,B,2026-06-13,Hindi,62.0,100,Term 1
S1022,Learner 23,7,B,2026-07-07,Maths,98,100,Term 2
S1022,Learner 23,7,B,2026-07-07,Science,86.3,100,Term 2
S1022,Learner 23,7,B,2026-07-07,English,80.9,100,Term 2
S1022,Learner 23,7,B,2026-07-07,Social Studies,83.3,100,Term 2
S1022,Learner 23,7,B,2026-07-07,Hindi,84.2,100,Term 2
S1022,Learner 23,7,B,2026-07-31,Maths,69.6,100,Term 3
S1022,Learner 23,7,B,2026-07-31,Science,61.7,100,Term 3
S1022,Learner 23,7,B,2026-07-31,English,67.2,100,Term 3
S1022,Learner 23,7,B,2026-07-31,Social Studies,78.6,100,Term 3
S1022,Learner 23,7,B,2026-07-31,Hindi,79.7,100,Term 3
S1023,Learner 24,8,C,2026-06-13,Maths,85.4,100,Term 1
S1023,Learner 24,8,C,2026-06-13,Science,74.7,100,Term 1
S1023,Learner 24,8,C,2026-06-13,English,82.4,100,Term 1
S1023,Learner 24,8,C,2026-06-13,Social Studies,74.9,100,Term 1
S1023,Learner 24,8,C,2026-06-13,Hindi,64.0,100,Term 1
S1023,Learner 24,8,C,2026-07-07,Maths,69.9,100,Term 2
S1023,Learner 24,8,C,2026-07-07,Science,78.5,100,Term 2
S1023,Learner 24,8,C,2026-07-07,English,74.1,100,Term 2
S1023,Learner 24,8,C,2026-07-07,Social Studies,69.7,100,Term 2
S1023,Learner 24,8,C,2026-07-07,Hindi,74.7,100,Term 2
S1023,Learner 24,8,C,2026-07-31,Maths,88.8,100,Term 3
S1023,Learner 24,8,C,2026-07-31,Science,67.9,100,Term 3
S1023,Learner 24,8,C,2026-07-31,English,50.4,100,Term 3
S1023,Learner 24,8,C,2026-07-31,Social Studies,75.6,100,Term 3
S1023,Learner 24,8,C,2026-07-31,Hindi,51.7,100,Term 3
S1024,Learner 25,6,A,2026-06-13,Maths,65.0,100,Term 1
S1024,Learner 25,6,A,2026-06-13,Science,43.3,100,Term 1
S1024,Learner 25,6,A,2026-06-13,English,50.3,100,Term 1
S1024,Learner 25,6,A,2026-06-13,Social Studies,47.5,100,Term 1
S1024,Learner 25,6,A,2026-06-13,Hindi,51.4,100,Term 1
S1024,Learner 25,6,A,2026-07-07,Maths,52.6,100,Term 2
S1024,Learner 25,6,A,2026-07-07,Science,61.5,100,Term 2
S1024,Learner 25,6,A,2026-07-07,English,38.9,100,Term 2
S1024,Learner 25,6,A,2026-07-07,Social Studies,45.6,100,Term 2
S1024,Learner 25,6,A,2026-07-07,Hindi,45.3,100,Term 2
S1024,Learner 25,6,A,2026-07-31,Maths,47.3,100,Term 3
S1024,Learner 25,6,A,2026-07-31,Science,55.7,100,Term 3
S1024,Learner 25,6,A,2026-07-31,English,30.2,100,Term 3
S1024,Learner 25,6,A,2026-07-31,Social Studies,28.2,100,Term 3
S1024,Learner 25,6,A,2026-07-31,Hindi,50.0,100,Term 3
S1025,Learner 26,7,B,2026-06-13,Maths,66.8,100,Term 1
S1025,Learner 26,7,B,2026-06-13,Science,80.2,100,Term 1
S1025,Learner 26,7,B,2026-06-13,English,84.4,100,Term 1
S1025,Learner 26,7,B,2026-06-13,Social Studies,90.5,100,Term 1
S1025,Learner 26,7,B,2026-06-13,Hindi,65.3,100,Term 1
S1025,Learner 26,7,B,2026-07-07,Maths,59.5,100,Term 2
S1025,Learner 26,7,B,2026-07-07,Science,77.3,100,Term 2
S1025,Learner 26,7,B,2026-07-07,English,80.5,100,Term 2
S1025,Learner 26,7,B,2026-07-07,Social Studies,79.6,100,Term 2
S1025,Learner 26,7,B,2026-07-07,Hindi,77.9,100,Term 2
S1025,Learner 26,7,B,2026-07-31,Maths,52.9,100,Term 3
S1025,Learner 26,7,B,2026-07-31,Science,98.0,100,Term 3
S1025,Learner 26,7,B,2026-07-31,English,74.7,100,Term 3
S1025,Learner 26,7,B,2026-07-31,Social Studies,79.2,100,Term 3
S1025,Learner 26,7,B,2026-07-31,Hindi,65.1,100,Term 3
S1026,Learner 27,8,C,2026-06-13,Maths,41.3,100,Term 1
